-9.99984,1.34356,1.54389
-7.36924,0.068708,0.115203
5.11211,0.759988,0.078829
-0.826997,0.275233,0.264099
0.655345,1.77513,1.60943
-5.62082,1.48215,1.61499
-9.05911,0.646483,0.642425
3.57729,0.875273,0.577953
3.58593,0.867708,0.570141
8.69386,1.80661,1.66755
-2.32996,0.320729,0.274587
0.388328,1.48693,1.37864
6.61931,1.20041,1.32983
-9.30856,0.831324,0.884041
-8.93077,0.551382,0.525839
0.594005,1.70893,1.55968
3.42299,1.01045,0.722305
-9.84604,1.22959,1.40891
-2.33169,0.322144,0.275778
-8.66316,0.353084,0.309903
-1.65028,0.095214,0.00315716
3.73545,0.736725,0.440434
1.77953,2.20794,1.97829
8.60873,1.78173,1.72844
6.92334,1.28925,1.59732
0.538576,1.6491,1.51291
-8.1607,-0.00192321,0.046671
3.07838,1.31232,1.06317
-1.68001,0.0887128,0.00595818
4.02381,0.484123,0.227849
8.20642,1.66417,1.93853
5.24396,0.798517,0.137988
-4.75094,2.00828,1.99926
-9.05071,0.640261,0.634595
4.72164,0.645889,4.27693e-005
-3.43532,1.25718,1.28952
2.65277,1.68516,1.46959
5.12821,0.764693,0.085215
9.82075,2.1359,0.614297
-2.69323,0.62419,0.566506
-5.05922,1.89638,1.94045
9.651,2.0863,0.775698
4.45321,0.567452,0.0333996
5.06712,0.746842,0.0622592
3.03037,1.35438,1.11099
-8.54628,0.266481,0.23022
2.63269,1.70274,1.48722
7.69414,1.51448,1.98725
-4.5458,2.08273,1.98616
-1.27177,0.177979,0.0443758
5.3299,0.823627,0.184675
-0.445365,0.35868,0.569213
-5.24451,1.78636,1.86173
-4.50186,2.06658,1.97792
-2.8147,0.727806,0.678899
-6.66986,0.634099,0.622893
-0.269652,0.704164,0.733604
7.95312,1.59016,1.99509
8.18416,1.65767,1.94598
-8.78871,0.446122,0.405966
8.09306,1.63105,1.97156
0.0904579,1.16543,1.09033
0.32584,1.41949,1.3201
-3.61934,1.41415,1.45978
9.73284,2.11021,0.696786
-0.120466,0.931261,0.879825
-4.67711,2.03507,1.99938
-8.18534,-9.74067e-005,0.0543993
8.95529,1.883,1.45243
-8.52502,0.250724,0.216823
0.014142,1.08306,1.01414
-2.31716,0.310238,0.265835
-4.45836,2.03664,1.96791
8.27635,1.68461,1.91212
0.594948,1.70994,1.56047
-0.711083,0.300578,0.347345
8.8196,1.84335,1.56891
-8.99832,0.601439,0.586352
5.23028,0.79452,0.131137
5.40409,0.845308,0.229838
6.55635,1.18201,1.26978
-7.49269,-0.00166661,0.0645581
-9.68265,1.10852,1.25502
3.76911,0.707246,0.412866
7.36494,1.41829,1.88278
2.59087,1.73939,1.5233
4.72449,0.646722,7.323e-005
4.50824,0.583532,0.0207662
9.98916,2.18511,0.465107
7.77144,1.53707,1.9966
-5.3361,1.71232,1.81172
-3.87356,1.631,1.66834
-2.9797,0.868544,0.838809
0.265474,1.35433,1.26237
1.82227,2.19853,1.96855
6.91963,1.28816,1.59434
-1.75838,0.0803121,0.0175432
6.83021,1.26203,1.52015
-4.61365,2.0581,1.99513
-1.69211,0.0860679,0.00734926
0.746079,1.86613,1.67876
-0.641652,0.31576,0.40148
-4.25575,1.89718,1.89754
-6.43345,0.825215,0.850304
-6.9256,0.427353,0.400869
1.4331,2.17817,1.99053
6.04811,1.0335,0.767088
-9.33892,0.853825,0.914252
0.688996,1.81145,1.63576
-0.0303974,1.03423,0.969607
9.10722,1.92739,1.31225
4.96585,0.717251,0.0319503
1.09168,2.02034,1.8874
